index	廣韻小韻	middle_chinese_transcription	mandarin
3655	石	梗開三入清常	dzyek	ʃʒȉk
3656	隻	梗開三入清章	tsyek	tʃik
3657	擲	梗開三入清澄	drjek	dʒȉk
3658	皵	梗開三入清清	tshjek	tshik
3659	席	梗開三入清邪	zjek	szȉk
3660	籍	梗開三入清從	dzjek	dzȉk
3661	擗	梗開三入清並	bjiek	bȉk
3662	役	梗合三入清以	ywek	jyuə̏k
3663	瞁	梗合三入清曉	xjwek	hyuək
3664	辟	梗開三入清幫	pjiek	pik
3665	僻	梗開三入清滂	phjiek	phik
3666	麝	梗開三入清船	zyek	ʃʒȉk
3667	碧	梗開三入庚幫	pjaek	pik
3668	𪐏	梗開三入清知	trjek	tʃik
3669	彳	梗開三入清徹	trhjek	tʃhik
3670	𦳮	梗合三入清章	tsywek	tʃyuək
3671	𥄎	梗合三入清清	tshjwek	tshyuək
3672	錫	梗開四入青心	sek	sik
3673	激	梗開四入青見	kek	kik
3674	霹	梗開四入青滂	phek	phik
3675	靂	梗開四入青來	lek	lȉk
3676	的	梗開四入青端	tek	tik
3677	檄	梗開四入青匣	hek	ɦȉk
3678	鷁	梗開四入青疑	ngek	ŋjȉk
3679	荻	梗開四入青定	dek	dȉk
3680	逖	梗開四入青透	thek	thik
3681	績	梗開四入青精	tsek	tsik
3682	燩	梗開四入青溪	khek	khik
3683	惄	梗開四入青泥	nek	nȉk
3684	寂	梗開四入青從	dzek	dzȉk
3685	覓	梗開四入青明	mek	mȉk
3686	甓	梗開四入青並	bek	bȉk
3687	壁	梗開四入青幫	pek	pik
3688	闃	梗合四入青溪	khwek	khyuək
3689	郹	梗合四入青見	kwek	kyuək
3690	戚	梗開四入青清	tshek	tshik
3691	赥	梗開四入青曉	xek	hik
3692	𥍟	梗合四入青曉	xwek	hyuək
3693	𣤩	梗開四入青徹	trhek	tʃhik
3694	職	曾開三入蒸章	tsyik	tʃik
3695	直	曾開三入蒸澄	drik	dʒȉk
3696	力	曾開三入蒸來	lik	lȉk
3697	敕	曾開三入蒸徹	trhik	tʃhik
3698	陟	曾開三入蒸知	trik	tʃik
3699	食	曾開三入蒸船	zyik	ʃʒȉk
3700	息	曾開三入蒸心	sik	sik
3701	寔	曾開三入蒸常	dzyik	ʃʒȉk
3702	識	曾開三入蒸書	syik	ʃik
3703	赩	曾開三入蒸曉	xik	hik
3704	崱	曾開三入蒸崇	dzrik	ɖʐə̏k
3705	極	曾開三入蒸羣	gik	gȉk
3706	匿	曾開三入蒸孃	nrik	nȉk
3707	測	曾開三入蒸初	tsrhik	ʈʂhək
3708	憶	曾開三入蒸影	'ik	ʔik
3709	色	曾開三入蒸生	srik	ʂək
3710	䩯	曾開三入蒸溪	khik	khik
3711	殛	曾開三入蒸見	kik	kik
3712	弋	曾開三入蒸以	yik	jȉk
3713	即	曾開三入蒸精	tsik	tsik
3714	逼	曾開三入蒸幫	pik	pik
3715	域	曾合三入蒸云	hwik	jyuə̏k
3716	洫	曾合三入蒸曉	xwik	hyuək
3717	堛	曾開三入蒸滂	phik	phik
3718	稄	曾開三入蒸莊	tsrik	ʈʂək
3719	愎	曾開三入蒸並	bik	bȉk
3720	嶷	曾開三入蒸疑	ngik	ŋjȉk
3721	堲	曾開三入蒸從	dzik	dzȉk
3722	𡮞	曾開三入蒸知	trik	tʃik
3723	䁇	曾開三入蒸明	mik	mȉk
3724	瀷	曾開三入蒸昌	tsyhik	tʃhik
3725	德	曾開一入登端	tok	tək
3726	則	曾開一入登精	tsok	tsək
3727	勒	曾開一入登來	lok	lə̏k
3728	忒	曾開一入登透	thok	thək
3729	刻	曾開一入登溪	khok	khək
3730	特	曾開一入登定	dok	də̏k
3731	黑	曾開一入登曉	xok	hək
3732	墨	曾開一入登明	mok	mə̏k
3733	賊	曾開一入登從	dzok	dzə̏k
3734	塞	曾開一入登心	sok	sək
3735	北	曾開一入登幫	pok	pək
3736	菔	曾開一入登並	bok	bə̏k
3737	或	曾合一入登匣	hwok	ɦwə̏k
3738	國	曾合一入登見	kwok	kwək
3739	餩	曾開一入登影	'ok	ʔək
3740	劾	曾開一入登匣	hok	ɦə̏k
3741	䘅	曾開一入登泥	nok	nə̏k
3742	裓	曾開一入登見	kok	kək
3743	墄	曾開一入登清	tshok	tshək
3744	覆	曾開一入登滂	phok	phək
3745	𢃤	曾合一入登曉	xwok	hwək
3746	緝	深開三入侵清	tship	tship
3747	十	深開三入侵常	dzyip	ʃʒȉp
3748	執	深開三入侵章	tsyip	tʃip
3749	習	深開三入侵邪	zip	szȉp
3750	集	深開三入侵從	dzip	dzȉp
3751	入	深開三入侵日	nyip	ʒȉp
3752	揖	深開三入侵影A	'jip	ʔip
3753	溼	深開三入侵書	syip	ʃip
3754	㗱	深開三入侵精	tsip	tsip
3755	及	深開三入侵羣B	gip	gȉp
3756	蟄	深開三入侵澄	drip	dʒȉp
3757	縶	深開三入侵知	trip	tʃip
3758	立	深開三入侵來	lip	lȉp
3759	急	深開三入侵見B	kip	kip
3760	岌	深開三入侵疑B	ngip	ŋjȉp
3761	泣	深開三入侵溪B	khip	khip
3762	𩎕	深開三入侵心	sip	sip
3763	歰	深開三入侵生	srip	ʂəp
3764	吸	深開三入侵曉B	xip	hip
3765	戢	深開三入侵莊	tsrip	ʈʂəp
3766	邑	深開三入侵影B	'ip	ʔip
3767	湁	深開三入侵徹	trhip	tʃhip
3768	煜	深開三入侵云	hip	jȉp
3769	熠	深開三入侵以	yip	jȉp
3770	孨	深開三入侵孃	nrip	nȉp
3771	霵	深開三入侵崇	dzrip	ɖʐə̏p
3772	𩾳	深開三入侵並B	bip	bȉp
3773	鵖	深開三入侵幫B	pip	pip
3774	㞚	深開三入侵初	tsrhip	ʈʂhəp
3775	卙	深開三入侵昌	tsyhip	tʃhip
3776	合	咸開一入覃匣	hop	ɦɔ̏p
3777	閤	咸開一入覃見	kop	kɔp
3778	答	咸開一入覃端	top	tap
3779	趿	咸開一入覃心	sop	sap
3780	沓	咸開一入覃定	dop	dȁp
3781	錔	咸開一入覃透	thop	thap
3782	雜	咸開一入覃從	dzop	dzȁp
3783	帀	咸開一入覃精	tsop	tsap
3784	拉	咸開一入覃來	lop	lȁp
3785	納	咸開一入覃泥	nop	nȁp
3786	溘	咸開一入覃溪	khop	khɔp
3787	姶	咸開一入覃影	'op	ʔɔp
3788	欱	咸開一入覃曉	xop	hɔp
3789	㬎	咸開一入覃疑	ngop	ŋɔ̏p
3790	䟃	咸開一入覃清	tshop	tshap
3791	遪	咸開一入覃常	dzyop	ʃʒȁp
3792	唈	咸開一入覃影	'op	ʔɔp
3793	盍	咸開一入談匣	hap	ɦɔ̏p
3794	臘	咸開一入談來	lap	lȁp
3795	㿴	咸開一入談端	tap	tap
3796	榻	咸開一入談透	thap	thap
3797	𣣹	咸開一入談曉	xap	hɔp
3798	魶	咸開一入談泥	nap	nȁp
3799	蹋	咸開一入談定	dap	dȁp
3800	𠎷	咸開一入談心	sap	sap
3801	儑	咸開一入談疑	ngap	ŋɔ̏p
3802	䪞	咸開一入談從	dzap	dzȁp
3803	䫦	咸開一入談見	kap	kɔp
3804	榼	咸開一入談溪	khap	khɔp
3805	鰪	咸開一入談影	'ap	ʔɔp
3806	囃	咸開一入談清	tshap	tshap
3807	砝	咸開一入談見	kap	kɔp
3808	譫	咸開一入談章	tsyap	tʃap
3809	葉	咸開三入鹽以	yep	jiɛ̏p
3810	接	咸開三入鹽精	tsjep	tsiɛp
3811	攝	咸開三入鹽書	syep	ʃiɛp
3812	涉	咸開三入鹽常	dzyep	ʃʒiɛ̏p
3813	獵	咸開三入鹽來	ljep	liɛ̏p
3814	捷	咸開三入鹽從	dzjep	dziɛ̏p
3815	䐑	咸開三入鹽澄	drjep	dʒiɛ̏p
3816	𢽱	咸開三入鹽影B	'jep	ʔiɛp
3817	聶	咸開三入鹽孃	nrjep	niɛ̏p
3818	謵	咸開三入鹽昌	tsyhep	tʃhiɛp
3819	讘	咸開三入鹽日	nyep	ʒiɛ̏p
3820	讋	咸開三入鹽章	tsyep	tʃiɛp
3821	妾	咸開三入鹽清	tshjep	tshiɛp
3822	鍤	咸開三入鹽徹	trhjep	tʃhiɛp
3823	衱	咸開三入鹽羣B	gjep	giɛ̏p
3824	輒	咸開三入鹽知	trjep	tʃiɛp
3825	曄	咸開三入鹽云	hjep	jiɛ̏p
3826	𤷾	咸開三入鹽溪A	khjiep	khiɛp
3827	萐	咸開三入鹽生	srjep	ʂap
3828	𦀖	咸開三入鹽見B	kjep	kiɛp
3829	魘	咸開三入鹽影A	'jiep	ʔiɛp
3830	怗	咸開四入添透	thep	thiɛp
3831	協	咸開四入添匣	hep	ɦiɛ̏p
3832	頰	咸開四入添見	kep	kiɛp
3833	愜	咸開四入添溪	khep	khiɛp
3834	牒	咸開四入添定	dep	diɛ̏p
3835	苶	咸開四入添泥	nep	niɛ̏p
3836	燮	咸開四入添心	sep	siɛp
3837	㼲	咸開四入添來	lep	liɛ̏p
3838	聑	咸開四入添端	tep	tiɛp
3839	䕹	咸開四入添從	dzep	dziɛ̏p
3840	浹	咸開四入添精	tsep	tsiɛp
3841	弽	咸開四入添曉	xep	hiɛp
3842	䢡	咸開四入添心	sep	siɛp
3843	洽	咸開二入咸匣	heap	ɦiȁp
3844	恰	咸開二入咸溪	kheap	khiap
3845	𥯦	咸開二入咸崇	dzreap	ɖʐȁp
3846	夾	咸開二入咸見	keap	kiap
3847	眨	咸開二入咸莊	tsreap	ʈʂap
3848	插	咸開二入咸初	tsrheap	ʈʂhap
3849	㘝	咸開二入咸孃	nreap	nȁp
3850	䶎	咸開二入咸曉	xeap	hiap
3851	霎	咸開二入咸生	sreap	ʂap
3852	劄	咸開二入咸知	treap	ʈʂap
3853	𨂁	咸開二入咸影	'eap	ʔiap
3854	䀴	咸開二入咸疑	ngeap	ŋjiȁp
3855	𥃐	咸開二入咸徹	trheap	ʈʂhap
3856	狎	咸開二入銜匣	haep	ɦiȁp
3857	𠗨	咸開二入銜澄	draep	ɖʐȁp
3858	鴨	咸開二入銜影	'aep	ʔiap
3859	甲	咸開二入銜見	kaep	kiap
3860	翣	咸開二入銜生	sraep	ʂap
3861	呷	咸開二入銜曉	xaep	hiap
3862	業	咸開三入嚴疑	ngjaep	ŋjiɛ̏p
3863	脅	咸開三入嚴曉	xjaep	hiɛp
3864	怯	咸開三入嚴溪	khjaep	khiɛp
3865	劫	咸開三入嚴見	kjaep	kiɛp
3866	腌	咸開三入嚴影	'jaep	ʔiɛp
3867	殜	咸開三入嚴以	yaep	jiɛ̏p
3868	跲	咸開三入嚴羣	gjaep	giɛ̏p
3869	乏	咸合三入凡並	bjop	fvȁp
3870	法	咸合三入凡幫	pjop	fap
3871	𥎰	咸合三入凡滂	phjop	fap
3872	猲	咸合三入凡溪	khjop	khyuɛp
3873	䎎	咸合三入凡孃	nrjop	nyuɛ̏p
3874	𦑣	咸合三入凡徹	trhjop	tʃhyuɛp
