# version: 20210217						
# author: hhliow (github.com/hhliow)						
# license: cc by-nc-sa 4.0						
index	廣韻小韻	middle_chinese	Baxter_transcription	中州音(IPA)	中州音	推導國音
2413	偈	蟹開三去祭羣B	gjejH	giɪi˨˦	ㆢㄧ꜅	ㄐㄧ꜄
2414	啜	蟹合三去祭常	dzywejH	ʂʱui˨˦	ㄕㄨㄟ꜅	ㄕㄨㄟ꜄
2415	跇	蟹開三去祭徹	trhjejH	tʃʰiɪi˨˦	ㄔㄧ꜄	ㄔ꜄
2416	𨮱	蟹合三去祭澄	drjwejH	ɖʐui˨˦	ㄓㄨㄟ꜅	ㄓㄨㄟ꜄
2417	㓷	蟹開三去祭疑B	ngjejH	ji˨˦/ŋiɪi˨˦	ㄧ꜅/ㄫㄧ꜅	(ㄫ)ㄧ꜄
2418	蕝	蟹合三去祭精	tsjwejH	tsui˨˦	ㄗㄨㄟ꜄	ㄗㄨㄟ꜄
2419	潎	蟹開三去祭滂A	phjiejH	pʰiɪi˨˦	ㄆㄧ꜄	ㄆㄧ꜄
2420	𥏙	蟹合三去廢溪	khjwojH	kʰui˨˦	ㄎㄨㄟ꜄	ㄎㄨㄟ꜄
2421	䂕	蟹合三去廢曉	xjwojH	hui˨˦	ㄏㄨㄟ꜄	ㄏㄨㄟ꜄
2422	泰	蟹開一去泰透	thajH	tʰai˨˦	ㄊㄞ꜄	ㄊㄞ꜄
2423	蓋	蟹開一去泰見	kajH	kai˨˦	ㄍㄞ꜄	ㄍㄞ꜄
2424	艾	蟹開一去泰疑	ngajH	ŋai˨˦	ㄫㄞ꜅	ㄫㄞ꜄
2425	藹	蟹開一去泰影	’ajH	ʔai˨˦	ㄞ꜄	ㄞ꜄
2426	柰	蟹開一去泰泥	najH	nai˨˦	ㄋㄞ꜅	ㄋㄞ꜄
2427	大	蟹開一去泰定	dajH	dai˨˦	ㄉㄞ꜅	ㄉㄞ꜄
2428	害	蟹開一去泰匣	hajH	ɦai˨˦	ㄏㄞ꜅	ㄏㄞ꜄
2429	帶	蟹開一去泰端	tajH	tai˨˦	ㄉㄞ꜄	ㄉㄞ꜄
2430	貝	蟹開一去泰幫	pajH	pui˨˦	ㄅㄨㄟ꜄	ㄅㄟ꜄
2431	霈	蟹開一去泰滂	phajH	pʰui˨˦	ㄆㄨㄟ꜄	ㄆㄟ꜄
2432	會	蟹合一去泰匣	hwajH	ɦui˨˦	ㄏㄨㄟ꜅	ㄏㄨㄟ꜄
2433	兊	蟹合一去泰定	dwajH	dui˨˦	ㄉㄨㄟ꜅	ㄉㄨㄟ꜄
2434	儈	蟹合一去泰見	kwajH	kui˨˦	ㄍㄨㄟ꜄	ㄍㄨㄟ꜄
2435	最	蟹合一去泰精	tswajH	tsui˨˦	ㄗㄨㄟ꜄	ㄗㄨㄟ꜄
2436	𧬨	蟹合一去泰曉	xwajH	hui˨˦	ㄏㄨㄟ꜄	ㄏㄨㄟ꜄
2437	𥢶	蟹合一去泰溪	khwajH	kʰui˨˦	ㄎㄨㄟ꜄	ㄎㄨㄟ꜄
2438	酹	蟹合一去泰來	lwajH	lui˨˦	ㄌㄨㄟ꜄	ㄌㄨㄟ꜄
2439	外	蟹合一去泰疑	ngwajH	ŋwai˨˦	ㄫㄨㄞ꜅	ㄨㄞ꜄
2440	祋	蟹合一去泰端	twajH	tui˨˦	ㄉㄨㄟ꜄	ㄉㄨㄟ꜄
2441	懀	蟹合一去泰影	’wajH	ʔui˨˦	ㄨㄟ꜄	ㄨㄟ꜄
2442	蕞	蟹合一去泰從	dzwajH	dzui˨˦	ㆡㄨㄟ꜅	ㄗㄨㄟ꜄
2443	𥕸	蟹合一去泰心	swajH	sui˨˦	ㄙㄨㄟ꜄	ㄙㄨㄟ꜄
2444	襊	蟹合一去泰清	tshwajH	tsʰui˨˦	ㄘㄨㄟ꜄	ㄘㄨㄟ꜄
2445	旆	蟹開一去泰並	bajH	bui˨˦	ㆠㄨㄟ꜅	ㄅㄟ꜄
2446	磕	蟹開一去泰溪	khajH	kʰai˨˦	ㄎㄞ꜄	ㄎㄞ꜄
2447	蔡	蟹開一去泰清	tshajH	tsʰai˨˦	ㄘㄞ꜄	ㄘㄞ꜄
2448	賴	蟹開一去泰來	lajH	lai˨˦	ㄌㄞ꜄	ㄌㄞ꜄
2449	餀	蟹開一去泰曉	xajH	hai˨˦	ㄏㄞ꜄	ㄏㄞ꜄
2450	娧	蟹合一去泰透	thwajH	tʰui˨˦	ㄊㄨㄟ꜄	ㄊㄨㄟ꜄
2451	眛	蟹開一去泰明	majH	mui˨˦	ㄇㄨㄟ꜅	ㄇㄟ꜄
2452	𦦣	蟹合一去泰清	tshwajH	tsʰui˨˦	ㄘㄨㄟ꜄	ㄘㄨㄟ꜄
2453	卦	蟹合二去佳見	kweaH	kwa˨˦	ㄍㄨㄚ꜄	ㄍㄨㄚ꜄
2454	懈	蟹開二去佳見	keaH	kiai˨˦	ㄐㄧㄞ꜄	ㄐㄧㄞ꜄
2455	隘	蟹開二去佳影	’eaH	ʔiai˨˦	ㄧㄞ꜄	ㄧㄞ꜄
2456	邂	蟹開二去佳匣	heaH	ɦiai˨˦	ㄒㄧㄞ꜅	ㄒㄧㄞ꜄
2457	賣	蟹開二去佳明	meaH	mai˨˦	ㄇㄞ꜅	ㄇㄞ꜄
2458	畫	蟹合二去佳匣	hweaH	ɦwa˨˦	ㄏㄨㄚ꜅	ㄏㄨㄚ꜄
2459	差	蟹開二去佳初	tsrheaH	ʈʂʰai˨˦	ㄔㄞ꜄	ㄔㄞ꜄
2460	睚	蟹開二去佳疑	ngeaH	(ŋ)iai˨˦	(ㄫ)ㄧㄞ꜅	ㄧㄞ꜄
2461	謑	蟹開二去佳曉	xeaH	hiai˨˦	ㄒㄧㄞ꜄	ㄒㄧㄞ꜄
2462	庍	蟹開二去佳幫	peaH	pai˨˦	ㄅㄞ꜄	ㄅㄞ꜄
2463	粺	蟹開二去佳並	beaH	bai˨˦	ㆠㄞ꜅	ㄅㄞ꜄
2464	㾹	蟹開二去佳崇	dzreaH	ɖʐai˨˦	ㄓㄞ꜅	ㄓㄞ꜄
2465	派	蟹開二去佳滂	pheaH	pʰai˨˦	ㄆㄞ꜄	ㄆㄞ꜄
2466	債	蟹開二去佳莊	tsreaH	ʈʂai˨˦	ㄓㄞ꜄	ㄓㄞ꜄
2467	𡢖	蟹開二去佳溪	kheaH	kʰiai˨˦	ㄑㄧㄞ꜄	ㄑㄧㄞ꜄
2468	曬	蟹開二去佳生	sreaH	ʂai˨˦	ㄕㄞ꜄	ㄕㄞ꜄
2469	諣	蟹合二去佳曉	xweaH	hwa˨˦	ㄏㄨㄚ꜄	ㄏㄨㄚ꜄
2470	㠔	蟹開二去佳幫	peaH	pai˨˦	ㄅㄞ꜄	ㄅㄞ꜄
2471	膪	蟹合二去佳知	trweaH	ʈʂwa˨˦	ㄓㄨㄚ꜄	ㄓㄨㄚ꜄
2472	怪	蟹合二去皆見	kweajH	kwai˨˦	ㄍㄨㄞ꜄	ㄍㄨㄞ꜄
2473	噫	蟹開二去皆影	’eajH	ʔiai˨˦	ㄧㄞ꜄	ㄧㄞ꜄
2474	瘵	蟹開二去皆莊	tsreajH	ʈʂai˨˦	ㄓㄞ꜄	ㄓㄞ꜄
2475	誡	蟹開二去皆見	keajH	kiai˨˦	ㄐㄧㄞ꜄	ㄐㄧㄞ꜄
2476	褹	蟹開二去皆孃	nreajH	nai˨˦	ㄋㄞ꜅	ㄋㄞ꜄
2477	譮	蟹開二去皆曉	xeajH	hiai˨˦	ㄒㄧㄞ꜄	ㄒㄧㄞ꜄
2478	械	蟹開二去皆匣	heajH	ɦiai˨˦	ㄒㄧㄞ꜅	ㄒㄧㄞ꜄
2479	𦗐	蟹開二去皆疑	ngeajH	(ŋ)iai˨˦	(ㄫ)ㄧㄞ꜅	ㄧㄞ꜄
2480	蒯	蟹合二去皆溪	khweajH	kʰwai˨˦	ㄎㄨㄞ꜄	ㄎㄨㄞ꜄
2481	𢷎	蟹開二去皆幫	peajH	pai˨˦	ㄅㄞ꜄	ㄅㄞ꜄
2482	湃	蟹開二去皆滂	pheajH	pʰai˨˦	ㄆㄞ꜄	ㄆㄞ꜄
2483	壞	蟹合二去皆匣	hweajH	ɦwai˨˦	ㄏㄨㄞ꜅	ㄏㄨㄞ꜄
2484	聵	蟹合二去皆疑	ngweajH	ŋwai˨˦	ㄫㄨㄞ꜅	ㄨㄞ꜄
2485	𢟡	蟹開二去皆並	beajH	bai˨˦	ㆠㄞ꜅	ㄅㄞ꜄
2486	䀛	蟹開二去皆明	meajH	mai˨˦	ㄇㄞ꜅	ㄇㄞ꜄
2487	𧱳	蟹合二去皆曉	xweajH	hwai˨˦	ㄏㄨㄞ꜄	ㄏㄨㄞ꜄
2488	鎩	蟹開二去皆生	sreajH	ʂai˨˦	ㄕㄞ꜄	ㄕㄞ꜄
2489	烗	蟹開二去皆溪	kheajH	kʰiai˨˦	ㄑㄧㄞ꜄	ㄑㄧㄞ꜄
2490	顡	蟹合二去皆徹	trhweajH	ʈʂʰwai˨˦	ㄔㄨㄞ꜄	ㄔㄨㄞ꜄
2491	夬	蟹合二去夬見	kwaejH	kwai˨˦	ㄍㄨㄞ꜄	ㄍㄨㄞ꜄
2492	快	蟹合二去夬溪	khwaejH	kʰwai˨˦	ㄎㄨㄞ꜄	ㄎㄨㄞ꜄
2493	邁	蟹開二去夬明	maejH	mai˨˦	ㄇㄞ꜅	ㄇㄞ꜄
2494	話	蟹合二去夬匣	hwaejH	ɦwai˨˦	ㄏㄨㄞ꜅	ㄏㄨㄞ꜄
2495	敗	蟹開二去夬並	baejH	bai˨˦	ㆠㄞ꜅	ㄅㄞ꜄
2496	䵳	蟹合二去夬影	’waejH	ʔwai˨˦	ㄨㄞ꜄	ㄨㄞ꜄
2497	嘬	蟹合二去夬初	tsrhwaejH	ʈʂʰwai˨˦	ㄔㄨㄞ꜄	ㄔㄨㄞ꜄
2498	犗	蟹開二去夬見	kaejH	kiai˨˦	ㄐㄧㄞ꜄	ㄐㄧㄞ꜄
2499	蠆	蟹開二去夬徹	trhaejH	ʈʂʰai˨˦	ㄔㄞ꜄	ㄔㄞ꜄
2500	喝	蟹開二去夬影	’aejH	ʔiai˨˦	ㄧㄞ꜄	ㄧㄞ꜄
2501	𠱡	蟹開二去夬生	sraejH	ʂai˨˦	ㄕㄞ꜄	ㄕㄞ꜄
2502	𦤧	蟹開二去夬澄	draejH	ɖʐai˨˦	ㄓㄞ꜅	ㄓㄞ꜄
2503	䜕	蟹開二去夬曉	xaejH	hiai˨˦	ㄒㄧㄞ꜄	ㄒㄧㄞ꜄
2504	咶	蟹合二去夬曉	xwaejH	hwai˨˦	ㄏㄨㄞ꜄	ㄏㄨㄞ꜄
2505	敗	蟹開二去夬幫	paejH	pai˨˦	ㄅㄞ꜄	ㄅㄞ꜄
2506	啐	蟹合二去夬清	tshwaejH	tsʰwai˨˦	ㄘㄨㄞ꜄	ㄘㄨㄞ꜄
2507	寨	蟹開二去夬崇	dzraejH	ɖʐai˨˦	ㄓㄞ꜅	ㄓㄞ꜄
2508	㕢	蟹開二去夬匣	haejH	ɦiai˨˦	ㄒㄧㄞ꜅	ㄒㄧㄞ꜄
2509	隊	蟹合一去灰定	dwojH	dui˨˦	ㄉㄨㄟ꜅	ㄉㄨㄟ꜄
2510	佩	蟹合一去灰並	bwojH	bui˨˦	ㆠㄨㄟ꜅	ㄅㄟ꜄
2511	妹	蟹合一去灰明	mwojH	mui˨˦	ㄇㄨㄟ꜅	ㄇㄟ꜄
2512	配	蟹合一去灰滂	phwojH	pʰui˨˦	ㄆㄨㄟ꜄	ㄆㄟ꜄
2513	誨	蟹合一去灰曉	xwojH	hui˨˦	ㄏㄨㄟ꜄	ㄏㄨㄟ꜄
2514	對	蟹合一去灰端	twojH	tui˨˦	ㄉㄨㄟ꜄	ㄉㄨㄟ꜄
2515	倅	蟹合一去灰清	tshwojH	tsʰui˨˦	ㄘㄨㄟ꜄	ㄘㄨㄟ꜄
2516	晬	蟹合一去灰精	tswojH	tsui˨˦	ㄗㄨㄟ꜄	ㄗㄨㄟ꜄
2517	𩲄	蟹合一去灰影	’wojH	ʔui˨˦	ㄨㄟ꜄	ㄨㄟ꜄
2518	退	蟹合一去灰透	thwojH	tʰui˨˦	ㄊㄨㄟ꜄	ㄊㄨㄟ꜄
2519	憒	蟹合一去灰見	kwojH	kui˨˦	ㄍㄨㄟ꜄	ㄍㄨㄟ꜄
2520	潰	蟹合一去灰匣	hwojH	ɦui˨˦	ㄏㄨㄟ꜅	ㄏㄨㄟ꜄
2521	塊	蟹合一去灰溪	khwojH	kʰui˨˦	ㄎㄨㄟ꜄	ㄎㄨㄟ꜄
2522	碎	蟹合一去灰心	swojH	sui˨˦	ㄙㄨㄟ꜄	ㄙㄨㄟ꜄
2523	内	蟹合一去灰泥	nwojH	nui˨˦	ㄋㄨㄟ꜅	ㄋㄨㄟ꜄
2524	纇	蟹合一去灰來	lwojH	lui˨˦	ㄌㄨㄟ꜄	ㄌㄨㄟ꜄
2525	背	蟹合一去灰幫	pwojH	pui˨˦	ㄅㄨㄟ꜄	ㄅㄟ꜄
2526	磑	蟹合一去灰疑	ngwojH	ŋui˨˦	ㄫㄨㄟ꜅	ㄨㄟ꜄
2527	蚚	蟹合一去灰匣	hwojH	ɦui˨˦	ㄏㄨㄟ꜅	ㄏㄨㄟ꜄
2528	代	蟹開一去咍定	dojH	dai˨˦	ㄉㄞ꜅	ㄉㄞ꜄
2529	載	蟹開一去咍精	tsojH	tsai˨˦	ㄗㄞ꜄	ㄗㄞ꜄
2530	䆀	蟹開一去咍明	mojH	mai˨˦	ㄇㄞ꜅	ㄇㄞ꜄
2531	賽	蟹開一去咍心	sojH	sai˨˦	ㄙㄞ꜄	ㄙㄞ꜄
2532	貸	蟹開一去咍透	thojH	tʰai˨˦	ㄊㄞ꜄	ㄊㄞ꜄
2533	漑	蟹開一去咍見	kojH	kai˨˦	ㄍㄞ꜄	ㄍㄞ꜄
2534	慨	蟹開一去咍溪	khojH	kʰai˨˦	ㄎㄞ꜄	ㄎㄞ꜄
2535	礙	蟹開一去咍疑	ngojH	ŋai˨˦	ㄫㄞ꜅	ㄫㄞ꜄
2536	愛	蟹開一去咍影	’ojH	ʔai˨˦	ㄞ꜄	ㄞ꜄
2537	瀣	蟹開一去咍匣	hojH	ɦai˨˦	ㄏㄞ꜅	ㄏㄞ꜄
2538	耐	蟹開一去咍泥	nojH	nai˨˦	ㄋㄞ꜅	ㄋㄞ꜄
2539	戴	蟹開一去咍端	tojH	tai˨˦	ㄉㄞ꜄	ㄉㄞ꜄
2540	賚	蟹開一去咍來	lojH	lai˨˦	ㄌㄞ꜄	ㄌㄞ꜄
2541	菜	蟹開一去咍清	tshojH	tsʰai˨˦	ㄘㄞ꜄	ㄘㄞ꜄
2542	載	蟹開一去咍從	dzojH	dzai˨˦	ㆡㄞ꜅	ㄗㄞ꜄
2543	儗	蟹開一去咍曉	xojH	hai˨˦	ㄏㄞ꜄	ㄏㄞ꜄
2544	廢	蟹合三去廢幫	pjojH	fei˨˦	ㄈㄟ꜄	ㄈㄟ꜄
2545	肺	蟹合三去廢滂	phjojH	fei˨˦	ㄈㄟ꜄	ㄈㄟ꜄
2546	穢	蟹合三去廢影	’jwojH	ʔui˨˦	ㄨㄟ꜄	ㄨㄟ꜄
2547	吠	蟹合三去廢並	bjojH	fʱei˨˦	ㄈㄟ꜅	ㄈㄟ꜄
2548	喙	蟹合三去廢曉	xjwojH	hui˨˦	ㄏㄨㄟ꜄	ㄏㄨㄟ꜄
2549	𤜂	蟹合三去廢羣	gjwojH	gui˨˦	ㆣㄨㄟ꜅	ㄍㄨㄟ꜄
2550	刈	蟹開三去廢疑	ngjojH	ji˨˦/ŋiɪi˨˦	ㄧ꜅/ㄫㄧ꜅	(ㄫ)ㄧ꜄
2551	震	臻開三去眞章	tsyinH	tʃin˨˦	ㄓㄧㄣ꜄	ㄓㄣ꜄
2552	信	臻開三去眞心	sinH	sin˨˦	ㄙㄧㄣ꜄	ㄙㄧㄣ꜄
2553	刃	臻開三去眞日	nyinH	ʒin˨˦	ㄖㄧㄣ꜅	ㄖㄣ꜄
2554	𦙍	臻開三去眞以	yinH	jin˨˦	ㄧㄣ꜅	ㄧㄣ꜄
2555	遴	臻開三去眞來	linH	lin˨˦	ㄌㄧㄣ꜄	ㄌㄧㄣ꜄
2556	儐	臻開三去眞幫A	pjinH	pin˨˦	ㄅㄧㄣ꜄	ㄅㄧㄣ꜄
2557	敶	臻開三去眞澄	drinH	dʒin˨˦	ㄓㄧㄣ꜅	ㄓㄣ꜄
2558	愼	臻開三去眞常	dzyinH	ʃʱin˨˦	ㄕㄧㄣ꜅	ㄕㄣ꜄
2559	眒	臻開三去眞書	syinH	ʃin˨˦	ㄕㄧㄣ꜄	ㄕㄣ꜄
2560	菣	臻開三去眞溪B	khinH	kʰin˨˦	ㄑㄧㄣ꜄	ㄑㄧㄣ꜄
2561	賮	臻開三去眞邪	zinH	sʱin˨˦	ㄙㄧㄣ꜅	ㄙㄧㄣ꜄
2562	憗	臻開三去眞疑B	nginH	(ŋ)in˨˦	(ㄫ)ㄧㄣ꜅	(ㄫ)ㄧㄣ꜄
2563	晉	臻開三去眞精	tsinH	tsin˨˦	ㄗㄧㄣ꜄	ㄗㄧㄣ꜄
2564	衅	臻開三去眞曉B	xinH	hin˨˦	ㄒㄧㄣ꜄	ㄒㄧㄣ꜄
2565	鎭	臻開三去眞知	trinH	tʃin˨˦	ㄓㄧㄣ꜄	ㄓㄣ꜄
2566	僅	臻開三去眞羣B	ginH	gin˨˦	ㆢㄧㄣ꜅	ㄐㄧㄣ꜄
2567	櫬	臻開三去臻初	tsrhinH	ʈʂʰən˨˦	ㄔㄣ꜄	ㄔㄣ꜄
2568	印	臻開三去眞影A	’jinH	ʔin˨˦	ㄧㄣ꜄	ㄧㄣ꜄
2569	疢	臻開三去眞徹	trhinH	tʃʰin˨˦	ㄔㄧㄣ꜄	ㄔㄣ꜄
2570	𣎵	臻開三去眞滂A	phjinH	pʰin˨˦	ㄆㄧㄣ꜄	ㄆㄧㄣ꜄
2571	親	臻開三去眞清	tshinH	tsʰin˨˦	ㄘㄧㄣ꜄	ㄘㄧㄣ꜄
2572	螼	臻開三去眞溪A	khjinH	kʰin˨˦	ㄑㄧㄣ꜄	ㄑㄧㄣ꜄
2573	呁	臻合三去諄見	kjwinH	kyun˨˦	ㄐㄩㄣ꜄	ㄐㄩㄣ꜄
2574	稕	臻合三去諄章	tsywinH	tʃyun˨˦	ㄓㄩㄣ꜄	ㄓㄨㄣ꜄
2575	𡺲	臻合三去諄心	swinH	syun˨˦	ㄙㄩㄣ꜄	ㄙㄩㄣ꜄
2576	殉	臻合三去諄邪	zwinH	sʱyun˨˦	ㄙㄩㄣ꜅	ㄙㄩㄣ꜄
2577	儁	臻合三去諄精	tswinH	tsyun˨˦	ㄗㄩㄣ꜄	ㄗㄩㄣ꜄
2578	舜	臻合三去諄書	sywinH	ʃyun˨˦	ㄕㄩㄣ꜄	ㄕㄨㄣ꜄
2579	閠	臻合三去諄日	nywinH	ʒyun˨˦	ㄖㄩㄣ꜅	ㄖㄨㄣ꜄
2580	順	臻合三去諄船	zywinH	ʃʱyun˨˦	ㄕㄩㄣ꜅	ㄕㄨㄣ꜄
2581	問	臻合三去文明	mjunH	vun˨˦	ㄪㄨㄣ꜅	ㄪㄣ꜄
2582	運	臻合三去文云	hjunH	jyun˨˦	ㄩㄣ꜅	ㄩㄣ꜄
2583	訓	臻合三去文曉	xjunH	hyun˨˦	ㄒㄩㄣ꜄	ㄒㄩㄣ꜄
2584	湓	臻合三去文滂	phjunH	fun˨˦	ㄈㄨㄣ꜄	ㄈㄣ꜄
2585	糞	臻合三去文幫	pjunH	fun˨˦	ㄈㄨㄣ꜄	ㄈㄣ꜄
2586	醖	臻合三去文影	’junH	ʔyun˨˦	ㄩㄣ꜄	ㄩㄣ꜄
2587	攈	臻合三去文見	kjunH	kyun˨˦	ㄐㄩㄣ꜄	ㄐㄩㄣ꜄
2588	郡	臻合三去文羣	gjunH	gyun˨˦	ㆢㄩㄣ꜅	ㄐㄩㄣ꜄
2589	分	臻合三去文並	bjunH	fʱun˨˦	ㄈㄨㄣ꜅	ㄈㄣ꜄
2590	焮	臻開三去欣曉	xj+nH	hin˨˦	ㄒㄧㄣ꜄	ㄒㄧㄣ꜄
2591	靳	臻開三去欣見	kj+nH	kin˨˦	ㄐㄧㄣ꜄	ㄐㄧㄣ꜄
2592	近	臻開三去欣羣	gj+nH	gin˨˦	ㆢㄧㄣ꜅	ㄐㄧㄣ꜄
2593	㒚	臻開三去欣影	’j+nH	ʔin˨˦	ㄧㄣ꜄	ㄧㄣ꜄
2594	垽	臻開三去欣疑	ngj+nH	(ŋ)in˨˦	(ㄫ)ㄧㄣ꜅	(ㄫ)ㄧㄣ꜄
2595	願	臻合三去元疑	ngjwonH	(ŋ)yuɛn˨˦	(ㄫ)ㄩㄢ꜅	(ㄫ)ㄩㄢ꜄
2596	怨	臻合三去元影	’jwonH	ʔyuɛn˨˦	ㄩㄢ꜄	ㄩㄢ꜄
2597	販	臻合三去元幫	pjonH	fan˨˦	ㄈㄢ꜄	ㄈㄢ꜄
2598	劵	臻合三去元溪	khjwonH	kʰyuɛn˨˦	ㄑㄩㄢ꜄	ㄑㄩㄢ꜄
2599	万	臻合三去元明	mjonH	van˨˦	ㄪㄢ꜅	ㄪㄢ꜄
2600	飯	臻合三去元並	bjonH	fʱan˨˦	ㄈㄢ꜅	ㄈㄢ꜄
2601	嬔	臻合三去元滂	phjonH	fan˨˦	ㄈㄢ꜄	ㄈㄢ꜄
2602	建	臻開三去元見	kjonH	kiɛn˨˦	ㄐㄧㄝㄣ꜄	ㄐㄧㄢ꜄
2603	堰	臻開三去元影	’jonH	ʔiɛn˨˦	ㄧㄝㄣ꜄	ㄧㄢ꜄
2604	獻	臻開三去元曉	xjonH	hiɛn˨˦	ㄒㄧㄝㄣ꜄	ㄒㄧㄢ꜄
2605	楥	臻合三去元曉	xjwonH	hyuɛn˨˦	ㄒㄩㄢ꜄	ㄒㄩㄢ꜄
2606	健	臻開三去元羣	gjonH	giɛn˨˦	ㆢㄧㄝㄣ꜅	ㄐㄧㄢ꜄
2607	𣀔	臻合三去元滂	phjonH	fan˨˦	ㄈㄢ꜄	ㄈㄢ꜄
2608	遠	臻合三去元云	hjwonH	jyuɛn˨˦	ㄩㄢ꜅	ㄩㄢ꜄
2609	𤬝	臻開三去元疑	ngjonH	(ŋ)iɛn˨˦	(ㄫ)ㄧㄢ꜅	(ㄫ)ㄧㄢ꜄
2610	圈	臻合三去元羣	gjwonH	gyuɛn˨˦	ㆢㄩㄢ꜅	ㄐㄩㄢ꜄
2611	㪻	臻合三去元見	kjwonH	kyuɛn˨˦	ㄐㄩㄢ꜄	ㄐㄩㄢ꜄
2612	慁	臻合一去魂匣	hwonH	ɦun˨˦	ㄏㄨㄣ꜅	ㄏㄨㄣ꜄
2613	頓	臻合一去魂端	twonH	tun˨˦	ㄉㄨㄣ꜄	ㄉㄨㄣ꜄
2614	巽	臻合一去魂心	swonH	sun˨˦	ㄙㄨㄣ꜄	ㄙㄨㄣ꜄
2615	困	臻合一去魂溪	khwonH	kʰun˨˦	ㄎㄨㄣ꜄	ㄎㄨㄣ꜄
2616	嫩	臻合一去魂泥	nwonH	nun˨˦	ㄋㄨㄣ꜅	ㄋㄨㄣ꜄
2617	揾	臻合一去魂影	’wonH	ʔun˨˦	ㄨㄣ꜄	ㄨㄣ꜄
2618	悶	臻合一去魂明	mwonH	mun˨˦	ㄇㄨㄣ꜅	ㄇㄣ꜄
2619	鐏	臻合一去魂從	dzwonH	dzun˨˦	ㆡㄨㄣ꜅	ㄗㄨㄣ꜄
2620	睔	臻合一去魂見	kwonH	kun˨˦	ㄍㄨㄣ꜄	ㄍㄨㄣ꜄
2621	噴	臻合一去魂滂	phwonH	pʰun˨˦	ㄆㄨㄣ꜄	ㄆㄣ꜄
2622	鈍	臻合一去魂定	dwonH	dun˨˦	ㄉㄨㄣ꜅	ㄉㄨㄣ꜄
2623	寸	臻合一去魂清	tshwonH	tsʰun˨˦	ㄘㄨㄣ꜄	ㄘㄨㄣ꜄
2624	坌	臻合一去魂並	bwonH	bun˨˦	ㆠㄨㄣ꜅	ㄅㄣ꜄
2625	顐	臻合一去魂疑	ngwonH	ŋun˨˦	ㄫㄨㄣ꜅	ㄨㄣ꜄
2626	論	臻合一去魂來	lwonH	lun˨˦	ㄌㄨㄣ꜄	ㄌㄨㄣ꜄
2627	奔	臻合一去魂幫	pwonH	pun˨˦	ㄅㄨㄣ꜄	ㄅㄣ꜄
2628	惛	臻合一去魂曉	xwonH	hun˨˦	ㄏㄨㄣ꜄	ㄏㄨㄣ꜄
2629	焌	臻合一去魂精	tswonH	tsun˨˦	ㄗㄨㄣ꜄	ㄗㄨㄣ꜄
2630	恨	臻開一去痕匣	honH	ɦən˨˦	ㄏㄣ꜅	ㄏㄣ꜄
2631	艮	臻開一去痕見	konH	kən˨˦	ㄍㄣ꜄	ㄍㄣ꜄
2632	䭓	臻開一去痕疑	ngonH	ŋən˨˦	ㄫㄣ꜅	ㄫㄣ꜄
2633	䭡	臻開一去痕影	’onH	ʔən˨˦	ㄣ꜄	ㄣ꜄
2634	翰	山開一去寒匣	hanH	ɦɑn˨˦	ㄏㄢ꜅	ㄏㄢ꜄
2635	炭	山開一去寒透	thanH	tʰan˨˦	ㄊㄢ꜄	ㄊㄢ꜄
2636	按	山開一去寒影	’anH	ʔɑn˨˦	ㄢ꜄	ㄢ꜄
2637	旦	山開一去寒端	tanH	tan˨˦	ㄉㄢ꜄	ㄉㄢ꜄
2638	憚	山開一去寒定	danH	dan˨˦	ㄉㄢ꜅	ㄉㄢ꜄
2639	旰	山開一去寒見	kanH	kɑn˨˦	ㄍㄢ꜄	ㄍㄢ꜄
2640	岸	山開一去寒疑	nganH	ŋɑn˨˦	ㄫㄢ꜅	ㄫㄢ꜄
2641	侃	山開一去寒溪	khanH	kʰɑn˨˦	ㄎㄢ꜄	ㄎㄢ꜄
2642	漢	山開一去寒曉	xanH	hɑn˨˦	ㄏㄢ꜄	ㄏㄢ꜄
2643	爛	山開一去寒來	lanH	lan˨˦	ㄌㄢ꜄	ㄌㄢ꜄
2644	攤	山開一去寒泥	nanH	nan˨˦	ㄋㄢ꜅	ㄋㄢ꜄
2645	粲	山開一去寒清	tshanH	tsʰan˨˦	ㄘㄢ꜄	ㄘㄢ꜄
2646	𦇕	山開一去寒心	sanH	san˨˦	ㄙㄢ꜄	ㄙㄢ꜄
2647	賛	山開一去寒精	tsanH	tsan˨˦	ㄗㄢ꜄	ㄗㄢ꜄
2648	㜺	山開一去寒從	dzanH	dzan˨˦	ㆡㄢ꜅	ㄗㄢ꜄
2649	換	山合一去桓匣	hwanH	ɦwɔn˨˦	ㄏㄨ干꜅	ㄏㄨㄢ꜄
2650	䂎	山合一去桓精	tswanH	tswɔn˨˦	ㄗㄨ干꜄	ㄗㄨㄢ꜄
2651	惋	山合一去桓影	’wanH	ʔwɔn˨˦	ㄨ干꜄	ㄨㄢ꜄
2652	貫	山合一去桓見	kwanH	kwɔn˨˦	ㄍㄨ干꜄	ㄍㄨㄢ꜄
2653	竄	山合一去桓清	tshwanH	tsʰwɔn˨˦	ㄘㄨ干꜄	ㄘㄨㄢ꜄
2654	玩	山合一去桓疑	ngwanH	ŋwɔn˨˦	ㄫㄨ干꜅	ㄨㄢ꜄
2655	段	山合一去桓定	dwanH	dwɔn˨˦	ㄉㄨ干꜅	ㄉㄨㄢ꜄
